arm,panel,section,sampling_steps,recycling,msa_depth,receptor_id,name,label,peptide_from,iptm,iface_plddt,receptor_side,peptide_side,peptide_whole,n_rec_iface,n_pep_iface
heldout_reduced,held-out,7.10,,,,9F6S,ho_000,cognate,9F6S,0.5217851996421814,76.73450000000003,86.81785714285715,53.20666666666667,53.20666666666667,14,6
heldout_reduced,held-out,7.10,,,,9F6S,ho_001,decoy,9C66,0.210048645734787,69.0416,80.37,44.96875,43.79,17,8
heldout_reduced,held-out,7.10,,,,9F6S,ho_002,decoy,8VGC,0.4361969530582428,74.93266666666666,82.35909090909091,54.510000000000005,53.39699999999999,22,8
heldout_reduced,held-out,7.10,,,,9F6S,ho_003,decoy,9GRF,0.2853446304798126,67.79285714285713,78.6564,40.634,40.634,25,10
heldout_reduced,held-out,7.10,,,,9F6S,ho_004,scrambled,9F6S,0.8667678833007812,88.48739130434782,90.59588235294117,82.51333333333334,82.51333333333334,17,6
heldout_reduced,held-out,7.10,,,,9F6S,ho_005,scrambled,9F6S,0.8782168626785278,83.29727272727273,85.30812499999999,77.935,77.935,16,6
heldout_reduced,held-out,7.10,,,,8KDX,ho_006,cognate,8KDX,0.21245579421520233,58.6076923076923,64.27642857142857,51.994166666666665,50.44466666666667,14,12
heldout_reduced,held-out,7.10,,,,8KDX,ho_007,decoy,7E0B,0.25049397349357605,69.403125,81.425,49.36666666666667,51.137142857142855,10,6
heldout_reduced,held-out,7.10,,,,8KDX,ho_008,decoy,7OKL,0.17907637357711792,62.825789473684225,73.07384615384615,40.62166666666667,40.62166666666667,13,6
heldout_reduced,held-out,7.10,,,,8KDX,ho_009,decoy,8HLO,0.12195706367492676,56.824000000000005,66.67153846153846,46.15583333333334,45.47923076923078,13,12
heldout_reduced,held-out,7.10,,,,8KDX,ho_010,scrambled,8KDX,0.16049325466156006,65.94257142857144,76.75863636363636,47.638461538461534,47.084666666666664,22,13
heldout_reduced,held-out,7.10,,,,8KDX,ho_011,scrambled,8KDX,0.31919458508491516,65.81076923076924,72.486875,55.129,55.395999999999994,16,10
heldout_reduced,held-out,7.10,,,,9GRF,ho_012,cognate,9GRF,0.2279272824525833,64.74387096774193,73.67454545454544,42.913333333333334,41.961,22,9
heldout_reduced,held-out,7.10,,,,9GRF,ho_013,decoy,7S7J,0.25627821683883667,62.369393939393944,69.57833333333332,53.718666666666664,56.734782608695646,18,15
heldout_reduced,held-out,7.10,,,,9GRF,ho_014,decoy,9C66,0.18620122969150543,57.7375,66.604,42.96,41.666999999999994,10,6
heldout_reduced,held-out,7.10,,,,9GRF,ho_015,decoy,9F6S,0.5429468750953674,69.48555555555555,76.50916666666667,55.43833333333333,55.43833333333333,12,6
heldout_reduced,held-out,7.10,,,,9GRF,ho_016,scrambled,9GRF,0.18068629503250122,61.89222222222223,71.65611111111112,42.364444444444445,42.1,18,9
heldout_reduced,held-out,7.10,,,,9GRF,ho_017,scrambled,9GRF,0.13583539426326752,55.48916666666667,68.64357142857142,37.073,37.073,14,10
heldout_reduced,held-out,7.10,,,,7S7J,ho_018,cognate,7S7J,0.7017177939414978,90.57457142857143,94.16571428571429,85.18785714285715,84.4391304347826,21,14
heldout_reduced,held-out,7.10,,,,7S7J,ho_019,decoy,8YTG,0.29505252838134766,77.16238095238097,88.55071428571429,54.385714285714286,54.03875000000001,14,7
heldout_reduced,held-out,7.10,,,,7S7J,ho_020,decoy,7E0B,0.3398054540157318,77.42500000000001,86.73785714285714,55.69499999999999,55.57714285714285,14,6
