arm,panel,section,sampling_steps,recycling,msa_depth,receptor_id,name,label,peptide_from,iptm,iface_plddt,receptor_side,peptide_side,peptide_whole,n_rec_iface,n_pep_iface
decaf_reduced,in-training,"7.8, 7.12",,,,1YCR,,cognate,,0.8102769255638123,83.394,85.33652173913042,79.67083333333333,79.70333333333333,23,12
decaf_reduced,in-training,"7.8, 7.12",,,,1YCR,,scrambled,,0.5227272510528564,79.0296551724138,83.18142857142855,68.13125,64.0,21,8
decaf_reduced,in-training,"7.8, 7.12",,,,1YCR,,scrambled,,0.42988845705986023,66.56833333333333,74.93055555555556,54.025,56.09733333333333,18,12
decaf_reduced,in-training,"7.8, 7.12",,,,1CKA,,cognate,,0.9248642921447754,97.04095238095238,97.47538461538463,96.33500000000001,94.2,13,8
decaf_reduced,in-training,"7.8, 7.12",,,,1CKA,,scrambled,,0.6276881098747253,83.06608695652176,90.61733333333335,68.9075,69.709,15,8
decaf_reduced,in-training,"7.8, 7.12",,,,1CKA,,scrambled,,0.3800050914287567,81.52333333333334,90.70666666666666,63.156666666666666,63.47500000000001,12,6
decaf_reduced,in-training,"7.8, 7.12",,,,1BE9,,cognate,,0.9724178910255432,91.12782608695652,91.545,89.626,89.626,18,5
decaf_reduced,in-training,"7.8, 7.12",,,,1BE9,,scrambled,,0.3619152903556824,53.730588235294114,57.863333333333316,43.812,43.812,12,5
decaf_reduced,in-training,"7.8, 7.12",,,,1BE9,,scrambled,,0.5891233086585999,69.72863636363637,70.08882352941178,68.50399999999999,68.50399999999999,17,5
decaf_reduced,in-training,"7.8, 7.12",,,,1SEM,,cognate,,0.7967443466186523,94.93421052631578,96.38583333333334,92.44571428571427,90.535,12,7
decaf_reduced,in-training,"7.8, 7.12",,,,1SEM,,scrambled,,0.18712785840034485,67.78571428571429,83.20833333333334,47.22222222222222,48.038999999999994,12,9
decaf_reduced,in-training,"7.8, 7.12",,,,1SEM,,scrambled,,0.38886404037475586,80.63666666666666,89.24909090909091,67.10285714285715,66.066,11,7
decaf_reduced,in-training,"7.8, 7.12",,,,1ELW,,cognate,,0.967187225818634,97.75857142857144,98.43449999999999,96.06875000000001,96.06875000000001,20,8
decaf_reduced,in-training,"7.8, 7.12",,,,1ELW,,scrambled,,0.6606910824775696,86.22968750000001,94.51958333333333,61.36,61.36,24,8
decaf_reduced,in-training,"7.8, 7.12",,,,1ELW,,scrambled,,0.582486629486084,85.16172413793103,93.44142857142857,63.4275,63.4275,21,8
decaf_reduced,in-training,"7.8, 7.12",,,,2GBQ,,cognate,,0.7781027555465698,81.8438095238095,85.13083333333334,77.46111111111111,74.78333333333332,12,9
decaf_reduced,in-training,"7.8, 7.12",,,,2GBQ,,scrambled,,0.19674250483512878,63.10666666666666,74.69857142857143,46.878,47.01583333333334,14,10
decaf_reduced,in-training,"7.8, 7.12",,,,2GBQ,,scrambled,,0.639069139957428,81.50571428571428,84.49615384615385,76.64625000000001,72.88083333333333,13,8
